206.1549987793,1,25,16777215,1468062918,0,a4eb058e,2060098625,猴子:好怕怕有贝爷
213.44500732422,1,25,16777215,1468399194,0,b778b2fe,2079803553,贝爷震住了所有动物
613.47198486328,1,25,16777215,1468399626,0,b778b2fe,2079834805,那就gg了
1015.1599731445,1,25,16777215,1468400031,0,b778b2fe,2079864491,团灭果
616.4169921875,1,25,16777215,1469276645,0,b80d3edd,2134403503,摄影：那我怎么进去？！
838.625,1,25,16777215,1469276887,0,b80d3edd,2134422777,摄影：那我怎么办
1125.7900390625,1,25,16777215,1469277205,0,b80d3edd,2134448707,这是从哪里突然摸出了个棍子啊。。
223.22300720215,1,25,16777215,1469353113,0,df6a86f0,2139257845,弹幕好少
224.38800048828,1,25,16777215,1469417134,0,095954f6,2143024097,因为有贝爷
535.46600341797,1,25,16777215,1469700468,0,Dd0c26ec,2162640457,ii
228.57699584961,1,25,16777215,1469726678,0,9a3b912f,2165075637,有谁知道贝爷吃龙虾是哪集？好像是在海岛上的。
1430.9699707031,1,25,16777215,1469961049,0,D455bbb2,2180809347,听着像有蚊子
1658.3800048828,1,25,16777215,1472291122,0,a555ce5a,2338902055,贝爷昨晚吃的什么？
219.6909942627,1,25,15772458,1472393174,0,4a586b34,2346111487,那是因为你吓走了附近的所有动物233333
1235.2299804688,1,25,15772458,1472394285,0,4a586b34,2346219335,我刚刚听见耳机的蚊子声还以为是家里的hhhhhh
1253.3499755859,1,25,16777215,1472621052,0,5587a434,2358408845,那里拿来的白蚁窝
1289.1999511719,1,25,16777215,1472621131,0,5587a434,2358413115,生吃啊……不烤一烤？
1677.9100341797,1,25,16777215,1472622717,0,5587a434,2358522079,昨晚吃的白蚁没烤一烤
1476.6800537109,1,25,16777215,1473076876,0,a6c1029d,2378004167,贝爷那么强大的胃都会痉挛，要是咱们不得胃溃疡啊
11.298999786377,5,25,6830715,1473396515,0,ee9a0977,2387392953,卧槽没人瞻仰贝爷？
231.21800231934,5,25,6830715,1473396746,0,ee9a0977,2387404473,世界最强打野
320.66101074219,5,25,6830715,1473396842,0,ee9a0977,2387409387,都是食物
341.48400878906,5,25,6830715,1473396936,0,ee9a0977,2387414143,矛头蝮蛇：卧槽贝爷，我跑还是不跑等死？
1296.3100585938,5,25,6830715,1473398019,0,ee9a0977,2387468777,考烤了就没了
1386.6899414062,5,25,6830715,1473398127,0,ee9a0977,2387474193,这蚊子嗡嗡嗡嗡的好讨厌
1666.0100097656,5,25,6830715,1473398410,0,ee9a0977,2387488779,白蚁
992.10699462891,1,25,16777215,1473873345,0,b76ae6f3,2406569025,青蛙：逃过一劫(#ﾟДﾟ)
1229.3100585938,1,25,16777215,1474770632,0,753b0714,2441564915,那来的绳子啊？？表示奇怪？？
1496.7199707031,1,25,16777215,1474770899,0,753b0714,2441580131,微创空了啊
1621.1600341797,1,25,16777215,1474771023,0,753b0714,2441587167,贝爷的手表是什么牌子的？？
257.60998535156,1,25,16777215,1474989803,0,7e239f79,2450257315,动物们：嘘，别出声！当心被贝爷吃掉！
16.695999145508,1,25,16777215,1478605096,0,71e7da4b,2643687459,什么嘛，。。。瞻仰不对啊啊啊。。
231.78500366211,1,25,16777215,1478605327,0,71e7da4b,2643698805,弹幕少的+丨
355.28298950195,5,25,14811775,1478605487,0,71e7da4b,2643707077,233333
620.02502441406,1,25,16777215,1480772309,0,f8ae8a68,2716229161,这样的地方肯定有蛇但是人走进这里小蛇会避开
1235.2700195312,1,25,16777215,1480839804,0,044df251,2718967015,应该是藤蔓，
1235.2700195312,1,25,16777215,1480839828,0,044df251,2718968425,应该是细细的藤蔓什么的
245.02600097656,1,25,16777215,1481422105,0,05181091,2738472715,弹幕少的加2
1236.5400390625,1,25,16777215,1482656904,0,d128afc5,2781465177,藤蔓
1287.0300292969,5,25,16777215,1483532809,0,ac67c9a6,2813482267,蚂蚁:青蛙你都不吃你吃我不要啊
621.49700927734,1,25,16777215,1483794597,0,53f4f225,2823670821,就是
848.36102294922,1,25,16777215,1483794822,0,53f4f225,2823688547,9494
905.75897216797,1,25,255,1483794880,0,53f4f225,2823692915,蓝字登场
1697.2199707031,1,25,16777215,1484142220,0,b8243678,2836853623,地上捡的果子
