1531.959961,1,25,16777215,1502217334,0,1e317d89,3669467307,求贝爷手表链接 
43.12400055,1,25,16777215,1502263119,0,964d9139,3671290659,第一
38.73799896,1,25,16777215,1502304199,0,2a2b6981,3674125266,很可惜，我不去哪里
183.9519958,1,25,16777215,1502304326,0,2a2b6981,3674128459,光 这个入场方式，我就得死，还什么生存
404.1099854,1,25,16777215,1502304582,0,2a2b6981,3674133694,人猿
1669.949951,1,25,16777215,1502305986,0,71f89bfd,3674160603,我饿了
383.5039978,1,25,16777215,1502306143,0,0abb1306,3674163568,配音好评，喘气声都有
102.9889984,1,25,16777215,1502306680,0,4380d2c9,3674171963,我来证明你开了弹幕
403.8330078,1,25,15138834,1502307093,0,52192d5c,3674178140,旅游卫视推荐我们去这里，组团吗兄弟们？
946.2440186,1,25,15138834,1502307662,0,52192d5c,3674188488,不烤也行，把头去掉就可以了
189.6119995,1,25,15772458,1502308914,0,fb29bdeb,3674204544,穿衣服游泳？我最多能游30米
401.7099915,1,25,15772458,1502309044,0,fb29bdeb,3674207117,厉害了。。。
19.63500023,1,25,16777215,1502316515,0,f2b3c64b,3674269020,我来证明你，开启了弹幕
1545.859985,1,25,16777215,1502319564,0,466aca5d,3674299845,卡西欧
1690.880005,1,25,16777215,1502319626,0,466aca5d,3674302002,贝爷在享受生活
391.6640015,1,25,16777215,1502325335,0,8a143155,3674437703,表示更想听原版
139.2310028,1,25,16777215,1502326482,0,d3ade47c,3674482057,有配音要字幕干啥
1983.47998,1,25,16777215,1502327559,0,f1243bdb,3674528731,小龙虾，你怎么了
1542.76001,1,25,16777215,1502327632,0,0f84f34c,3674532017,你买的起码
147.3350067,1,25,16777215,1502327938,0,00afb354,3674545981,怕有人听不懂普通话吗？
1999.410034,5,25,16777215,1502329870,0,d96ead31,3674678160,来吧
2369.47998,1,25,16777215,1502330411,0,4b382984,3674702306,第一个看完！
1116.910034,1,25,16777215,1502331858,0,b13ba16c,3674786842,给摄影师也做了一个啊
38.21900177,1,25,16777215,1502331993,0,2bc6db7f,3674794894,贝爷的群岛——美食篇
370.0180054,1,25,16777215,1502332262,0,03bcbf69,3674811217,我来证明你开了弹幕
180.5099945,1,25,16777215,1502332281,0,162de655,3674818191,海洋垃圾
1711.810059,1,25,16777215,1502332452,0,b13ba16c,3674823365,猪内脏可以做鱼饵捕鱼。然后捕到的鱼的内脏可以继续做饵。
1833.719971,1,25,16777215,1502332575,0,b13ba16c,3674830935,出乎意料的清晰
72.72299957,1,25,16777215,1502334020,0,f26ac2a6,3674931311,动物们：sss级预警，撤退撤退
307.4849854,1,25,16777215,1502334136,0,d970e5d1,3674933108,我不会这样爬树
2081.379883,1,25,16777215,1502336350,0,f26ac2a6,3675082045,进度条。。。
1507.140015,1,25,16777215,1502336843,0,817f72c3,3675122426,不是鸡肉味的食物
1672.849976,1,25,16777215,1502337018,0,7899c730,3675130414,我也饿了
311.5469971,1,25,16777215,1502337056,0,35a25546,3675130787,一样
394.2330017,1,25,16777215,1502337160,0,35a25546,3675137842,我也想听原版
176.9060059,1,25,16777215,1502337298,0,9f66f1f2,3675147315,证明了耳朵现在真的没卵用
1999.680054,1,25,16777215,1502337333,0,7899c730,3675149712,这是皮皮虾
215.154007,1,25,16777215,1502337336,0,9f66f1f2,3675149897,摄影师好可怜
